"Gene.ID","chromosome_name","start_position","end_position","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Gene.Name"
"ENSG00000000003","chrchrX",100627108,100639991,"ENSG00000000003",568.531550311784,-0.290353470795377,0.126143479956849,-2.30177152948928,0.0213480599210583,0.0596140926132695,"TSPAN6"
"ENSG00000000419","chrchr20",50934852,50959140,"ENSG00000000419",3024.93792328337,0.0891281484818624,0.0789213124766203,1.129329273487,0.258758956360425,0.407675691384271,"DPM1"
"ENSG00000000457","chrchr1",169846981,169894267,"ENSG00000000457",65.7412409142479,0.304181393315581,0.312722915682855,0.972686611888922,0.330709081200951,0.48640223472615,"SCYL3"
"ENSG00000000460","chrchr1",169662007,169855456,"ENSG00000000460",404.369621561074,-0.256422254293619,0.147214730227347,-1.74182470665551,0.081539122088285,0.168877867491179,"C1orf112"
"ENSG00000001036","chrchr6",143493961,143511842,"ENSG00000001036",2665.73117535412,-0.0481429517618589,0.0970108791238623,-0.496263431448658,0.619708563066619,0.747442667712878,"FUCA2"
"ENSG00000001084","chrchr6",53497341,53616970,"ENSG00000001084",2025.65060572362,-0.607959839427766,0.121526350676602,-5.00269971115673,5.65329663261612e-07,5.63903689334752e-06,"GCLC"
"ENSG00000001167","chrchr6",41072946,41102403,"ENSG00000001167",1042.36797493469,-0.156735560637814,0.124606572026564,-1.25784345150271,0.208448377872429,0.347291202003005,"NFYA"
"ENSG00000001460","chrchr1",24355886,24416934,"ENSG00000001460",118.525926859477,9.99199730500192,1.20429070833021,8.29699775634423,1.06775394513705e-16,4.16866102338696e-15,"STPG1"
"ENSG00000001461","chrchr1",24413527,24476735,"ENSG00000001461",518.970131357021,1.37898569704598,0.144088326916411,9.57041924600847,1.06473030401261e-21,6.55905969692992e-20,"NIPAL3"
"ENSG00000001497","chrchrX",65438549,65534818,"ENSG00000001497",813.215469032138,0.255222805614976,0.101876371789228,2.50522079980436,0.0122374972110288,0.0376744043972883,"LAS1L"
"ENSG00000001561","chrchr6",46129964,46146699,"ENSG00000001561",537.866861327597,-0.315004669838315,0.204917678639228,-1.53722544550635,0.124238111226408,0.234480033040519,"ENPP4"
"ENSG00000001617","chrchr3",50155012,50189075,"ENSG00000001617",61.0675012875821,2.94987824398377,0.459232463339436,6.42349676791775,1.33178973696524e-10,2.49639302529922e-09,"SEMA3F"
"ENSG00000001629","chrchr7",92245973,92402070,"ENSG00000001629",1286.06581767536,-0.498330259684973,0.153588908675419,-3.24457191591939,0.00117627310792193,0.00521894029316503,"ANKIB1"
"ENSG00000001631","chrchr7",92197498,92246166,"ENSG00000001631",17.9354445418188,-0.451081633429222,0.71222400604123,-0.63334236083459,0.526510096132226,0.673746061428492,"KRIT1"
"ENSG00000002016","chrchr12",910870,990053,"ENSG00000002016",110.970985002128,-0.260006354670352,0.24745270530565,-1.05073150988265,0.293381919795247,0.447167593531012,"RAD52"
"ENSG00000002330","chrchr11",64269828,64291946,"ENSG00000002330",1089.71537702092,1.1370367469258,0.117867919670058,9.64670242852042,5.07618120937676e-22,3.25805787674083e-20,"BAD"
"ENSG00000002549","chrchr4",17577198,17607975,"ENSG00000002549",1771.06856079235,0.335360719796916,0.0909548985651295,3.68711004121209,0.000226815291883805,0.00122060081791201,"LAP3"
"ENSG00000002586","chrchrX",2690988,2741312,"ENSG00000002586",2361.82526371823,0.637269059530951,0.0980505451655133,6.49939333284904,8.06445575947761e-11,1.56427473347209e-09,"CD99"
"ENSG00000002587","chrchr4",11393150,11429564,"ENSG00000002587",3.14080907281558,3.62055236123688,1.77343058884218,2.04155289979555,0.0411959014328484,NA,"HS3ST1"
"ENSG00000002746","chrchr7",43112629,43566001,"ENSG00000002746",4.06917768790062,0.0870008299979475,1.07197239030873,0.081159580959815,0.935315043155291,NA,"HECW1"
"ENSG00000002834","chrchr17",38869185,38921771,"ENSG00000002834",6495.74372744218,0.562042440814036,0.125212633652613,4.4887039304145,7.16578063300279e-06,5.65649097102261e-05,"LASP1"
"ENSG00000002919","chrchr17",48103357,48123601,"ENSG00000002919",186.147813381351,0.539500712179353,0.236845952755042,2.27785489219371,0.0227352245677632,0.0626585886027398,"SNX11"
"ENSG00000003056","chrchr12",8940358,8951856,"ENSG00000003056",1130.04747524577,0.0567036442143738,0.148417525476092,0.382054909165752,0.70242063660873,0.809682612523405,"M6PR"
"ENSG00000003096","chrchrX",117897794,118117340,"ENSG00000003096",7.04824018428106,-0.396524785155007,1.00034068286448,-0.396389741962265,0.691817532397174,0.801909146147594,"KLHL13"
"ENSG00000003147","chrchr7",8113181,8262687,"ENSG00000003147",3.67005946683599,-0.479463676794209,1.3029790477582,-0.367974970602279,0.712891897364166,NA,"ICA1"
"ENSG00000003249","chrchr16",90004871,90019890,"ENSG00000003249",161.37985603042,0.0463199716311236,0.278929368099484,0.166063444472448,0.868107021748495,0.922354305738846,"DBNDD1"
"ENSG00000003393","chrchr2",201700267,201782112,"ENSG00000003393",400.615664160831,-0.059204909100991,0.135568026715346,-0.436717348002005,0.662316346473773,0.780105312396425,"ALS2"
"ENSG00000003400","chrchr2",201182693,201229428,"ENSG00000003400",33.8602638327802,-0.627811796035066,0.519499798377861,-1.20849285792874,0.226857741336571,0.369525518342417,"CASP10"
"ENSG00000003402","chrchr2",201116154,201176687,"ENSG00000003402",543.581341186646,0.657160666445256,0.20242976838109,3.24636377199276,0.00116889375146586,0.00518995599392247,"CFLAR"
"ENSG00000003436","chrchr2",187463823,187565846,"ENSG00000003436",4367.41518066469,0.843027476135871,0.0826647750039765,10.1981463821237,2.02092588295912e-24,1.57799556682776e-22,"TFPI"
"ENSG00000003509","chrchr2",37231631,37253403,"ENSG00000003509",299.887768359849,0.0735824300561048,0.19325158413772,0.380759776870271,0.703381508348387,0.810561563343004,"NDUFAF7"
"ENSG00000003756","chrchr3",50088919,50119021,"ENSG00000003756",467.911715288461,0.148855215834166,0.17023374929976,0.874416597451843,0.381891421881092,0.538935042980349,"RBM5"
"ENSG00000003987","chrchr8",17296794,17413528,"ENSG00000003987",12.1038436934276,0.472704136966899,0.712829443173161,0.663137783510535,0.507242313919859,0.656560397671159,"MTMR7"
"ENSG00000003989","chrchr8",17496975,17570573,"ENSG00000003989",1142.38577078793,-0.789762308210084,0.102073590379177,-7.73718554697963,1.01641672449654e-14,3.20314977521929e-13,"SLC7A2"
"ENSG00000004059","chrchr7",127588370,127591700,"ENSG00000004059",1775.74721793948,0.123372000594201,0.138366432884155,0.891632443090388,0.372589974753163,0.529635957850072,"ARF5"
"ENSG00000004139","chrchr17",28364356,28404049,"ENSG00000004139",279.968262002394,1.08666273881729,0.175284917189304,6.19940811931759,5.66758920242011e-10,9.44206877057038e-09,"SARM1"
"ENSG00000004142","chrchr17",28346173,28357584,"ENSG00000004142",1235.11426089572,0.10484584994651,0.0950087922777704,1.10353839295188,0.269793428310082,0.419679961183159,"POLDIP2"
"ENSG00000004399","chrchr3",129555213,129606681,"ENSG00000004399",160.972414337932,1.1834400743335,0.259211698174573,4.56553497649818,4.98222114133984e-06,4.07723958422464e-05,"PLXND1"
"ENSG00000004455","chrchr1",33007986,33080996,"ENSG00000004455",4840.36949213796,0.56485111628611,0.0927188783659986,6.09208314682601,1.11450767424102e-09,1.7813232827276e-08,"AK2"
"ENSG00000004478","chrchr12",2794290,2805423,"ENSG00000004478",10071.922892509,-0.232328660383178,0.0977919629627831,-2.37574390925761,0.0175136131462044,0.0505770043720424,"FKBP4"
"ENSG00000004487","chrchr1",23019395,23083693,"ENSG00000004487",533.554966744961,0.0252863727042131,0.149869931197392,0.168722121256656,0.866015217984616,0.921089758569618,"KDM1A"
"ENSG00000004534","chrchr3",49940007,50100045,"ENSG00000004534",332.770037023266,0.349697953468079,0.152568532140713,2.29207129780573,0.0219015293232289,0.0608133290993121,"RBM6"
"ENSG00000004660","chrchr17",3860315,3894891,"ENSG00000004660",52.7307305197625,-1.73766003077619,0.352015025103528,-4.93632347160505,7.96090280398282e-07,7.745452974129e-06,"CAMKK1"
"ENSG00000004700","chrchr12",21468910,21501669,"ENSG00000004700",701.995770273409,0.212378702020673,0.129479667944165,1.64024750289178,0.100953716048069,0.199643749803723,"RECQL"
"ENSG00000004766","chrchr7",93232340,93361123,"ENSG00000004766",232.834029072908,-0.462747882446205,0.204817957413093,-2.25931304213184,0.0238639192070183,0.0650539883386342,"VPS50"
"ENSG00000004776","chrchr19",35754566,35758079,"ENSG00000004776",19.8975898410782,-0.838335511719566,0.593723932695193,-1.41199548401892,0.157951290894287,0.282964324868196,"HSPB6"
"ENSG00000004777","chrchr19",35774532,35788822,"ENSG00000004777",88.075159074058,-0.576063740713885,0.412463812237471,-1.39664068367341,0.162521649666815,0.288998100270595,"ARHGAP33"
"ENSG00000004779","chrchr16",23581014,23596319,"ENSG00000004779",2550.36831525021,-0.623297273761758,0.119690208314619,-5.20758784313713,1.91311277790033e-07,2.09400442359644e-06,"NDUFAB1"
"ENSG00000004799","chrchr7",95583497,95597638,"ENSG00000004799",40.6879620802122,1.2716251530083,0.545605912574944,2.33066600581171,0.019770978032823,0.0559363996548298,"PDK4"
"ENSG00000004838","chrchr3",50341110,50345732,"ENSG00000004838",26.7193385789692,-0.0693329772683947,0.734585150306429,-0.0943838535797691,0.924804241521,0.955675225221777,"ZMYND10"
"ENSG00000004864","chrchr7",96120218,96322147,"ENSG00000004864",290.499388016438,0.0628626561536012,0.193645026181148,0.324628302587,0.745462404024433,0.841881493407235,"SLC25A13"
"ENSG00000004866","chrchr7",116952980,117230812,"ENSG00000004866",610.178834175169,0.312199768848482,0.153803812674345,2.0298571499623,0.0423710617833398,0.10198838531356,"ST7"
"ENSG00000004897","chrchr17",47117703,47189422,"ENSG00000004897",4043.69415354988,-0.52918435280654,0.114446060358238,-4.62387565941625,3.76635688642866e-06,3.16461748257224e-05,"CDC27"
"ENSG00000004961","chrchrX",11111299,11123086,"ENSG00000004961",668.756232956883,0.447017142281372,0.162081033720491,2.75798550897852,0.00581587760329949,0.0201688383419656,"HCCS"
"ENSG00000004975","chrchr17",7225342,7234524,"ENSG00000004975",272.462323556943,0.0538717921616067,0.196177182490435,0.274607839085635,0.783617543082728,0.8672354843957,"DVL2"
"ENSG00000005007","chrchr19",18831905,18868232,"ENSG00000005007",679.006293131145,0.375265602732587,0.14874185994502,2.52293203050773,0.0116380893338153,0.0361467791090047,"UPF1"
"ENSG00000005020","chrchr7",26667003,26995239,"ENSG00000005020",876.174912782172,0.508399943207231,0.183083375336822,2.77687661302899,0.00548840096383643,0.0192125378114423,"SKAP2"
"ENSG00000005022","chrchrX",119468395,119471396,"ENSG00000005022",16045.3415832295,-0.0955687055082207,0.0688576821881213,-1.38791638741374,0.165162507153926,0.292210589580023,"SLC25A5"
"ENSG00000005059","chrchr4",109560209,109688719,"ENSG00000005059",340.259839506803,1.10639719110105,0.172652390461376,6.40823557753494,1.47213323248474e-10,2.73852523475424e-09,"MCUB"
"ENSG00000005073","chrchr7",27181157,27185232,"ENSG00000005073",9.36497122505877,-2.39045076700183,1.09958407521855,-2.17395906404585,0.0297082096442763,0.0776862077707302,"HOXA11"
"ENSG00000005075","chrchr7",102473128,102478929,"ENSG00000005075",918.345616855458,0.184013738684757,0.144068815606984,1.27726279909694,0.201509482560034,0.338908594691104,"POLR2J"
"ENSG00000005100","chrchr17",5440917,5468982,"ENSG00000005100",888.817727122582,-0.202446293094015,0.150009405962517,-1.34955732805582,0.177158019705708,0.308623015997196,"DHX33"
"ENSG00000005156","chrchr17",34980462,35009743,"ENSG00000005156",584.487063427645,-0.836237620656258,0.106308928913815,-7.86610898256909,3.65841862477033e-15,1.20560628820052e-13,"LIG3"
"ENSG00000005175","chrchr12",47661249,47706038,"ENSG00000005175",693.964196331878,0.225557203564219,0.131029502298301,1.72142303533075,0.0851740872111599,0.174970608478896,"RPAP3"
"ENSG00000005187","chrchr16",20610243,20797843,"ENSG00000005187",46.0615519850946,-3.64852724144193,0.504671418888968,-7.2295103405581,4.8473860056398e-13,1.23800218839871e-11,"ACSM3"
"ENSG00000005189","chrchr16",20806157,20849668,"ENSG00000005189",65.7159145534462,-0.775702245129559,0.304450518410773,-2.54787624990331,0.0108380909723447,0.0339979931499422,"REXO5"
"ENSG00000005194","chrchr16",57428177,57447420,"ENSG00000005194",1339.6061656377,-0.548460241262008,0.0935182793753258,-5.86473836907136,4.49841430809626e-09,6.52616106543812e-08,"CIAPIN1"
"ENSG00000005206","chrchr19",2328613,2355095,"ENSG00000005206",209.465658192319,0.622837992436919,0.19845785787153,3.13838917298053,0.00169879162638577,0.00714915432470415,"SPPL2B"
"ENSG00000005238","chrchr9",35104112,35116357,"ENSG00000005238",48.2052011924822,1.74178152247756,0.439686192088651,3.96141965296553,7.45054537339702e-05,0.000460596246759829,"FAM214B"
"ENSG00000005243","chrchr17",48026142,48038030,"ENSG00000005243",26.5475900572712,0.253678747102183,0.464120588169394,0.546579388134351,0.584667732973279,0.721416962697627,"COPZ2"
"ENSG00000005249","chrchr7",107044627,107161811,"ENSG00000005249",293.621257302702,-0.864241508828618,0.165561125298682,-5.22007510681916,1.78850583732339e-07,1.96287314769449e-06,"PRKAR2B"
"ENSG00000005302","chrchrX",11758159,11775772,"ENSG00000005302",458.686587376177,0.552432390932112,0.122546673002332,4.50793462929508,6.54617369514587e-06,5.21100930706449e-05,"MSL3"
"ENSG00000005339","chrchr16",3725054,3880713,"ENSG00000005339",370.333501045367,-0.447149878677059,0.174949646874211,-2.5558775720111,0.0105920378303107,0.0333199363001742,"CREBBP"
"ENSG00000005379","chrchr17",58301228,58328795,"ENSG00000005379",2.25284678790424,-4.97398894051932,3.7704453056556,-1.3192046395842,0.187100707634958,NA,"TSPOAP1"
"ENSG00000005436","chrchr2",75652000,75711184,"ENSG00000005436",234.00412815947,-0.0342919428565484,0.188195362676507,-0.182214600662045,0.855414315135713,0.914325992249808,"GCFC2"
"ENSG00000005448","chrchr2",74421477,74425770,"ENSG00000005448",266.341815709222,-0.093153519069807,0.157970785437638,-0.589688269332441,0.555399661192686,0.696155717138509,"WDR54"
"ENSG00000005469","chrchr7",87345664,87399800,"ENSG00000005469",161.536405973932,-0.427731422366726,0.209724970928189,-2.03948733655175,0.0414014138094587,0.100443287530211,"CROT"
"ENSG00000005483","chrchr7",104940943,105115019,"ENSG00000005483",775.08199954012,0.0356308562214297,0.125074236258074,0.284877663757307,0.775737868982902,0.861626396290785,"KMT2E"
"ENSG00000005486","chrchr7",75842602,75888927,"ENSG00000005486",575.190321579784,0.880318345303923,0.148382517063057,5.93276325761356,2.97878220902556e-09,4.42093112596178e-08,"RHBDD2"
"ENSG00000005700","chrchr6",82169984,82247775,"ENSG00000005700",285.152246856274,-0.0938425213185117,0.147929758769003,-0.634372164866772,0.525837970746384,0.673096761342793,"IBTK"
"ENSG00000005801","chrchr11",3339261,3379222,"ENSG00000005801",96.9816547199302,0.281303200743575,0.266241898639965,1.05656999210322,0.290707881711983,0.443864481492988,"ZNF195"
"ENSG00000005810","chrchr13",77042474,77327094,"ENSG00000005810",375.524702293138,-0.154173283214079,0.169194445245554,-0.911219532002512,0.362179714675558,0.518990195465536,"MYCBP2"
"ENSG00000005812","chrchr13",76992598,77027195,"ENSG00000005812",371.452021397108,-0.103220233661873,0.15961716497788,-0.646673768928155,0.517843103363169,0.665992300055507,"FBXL3"
"ENSG00000005882","chrchr17",50094737,50112152,"ENSG00000005882",395.654852464525,-0.420687052308605,0.158278978211045,-2.65788329608543,0.00786331172545044,0.0260601077162198,"PDK2"
"ENSG00000005884","chrchr17",50055968,50090485,"ENSG00000005884",3338.64943644129,0.558497794804273,0.119989663070827,4.65454923791733,3.24690242591777e-06,2.77185075482771e-05,"ITGA3"
"ENSG00000005889","chrchrX",24148976,24216255,"ENSG00000005889",1487.82480051899,-0.0785218928784048,0.0902200979024886,-0.87033703912927,0.384116243082315,0.541126295558044,"ZFX"
"ENSG00000005893","chrchrX",120426148,120469365,"ENSG00000005893",3482.3586829696,0.103258410797494,0.107206230993072,0.963175459495137,0.335459478283195,0.49109120423617,"LAMP2"
"ENSG00000006007","chrchr16",19501693,19522123,"ENSG00000006007",694.005474061514,-0.151199196752273,0.139182622125145,-1.08633674551931,0.277330035600398,0.428317067800308,"GDE1"
"ENSG00000006015","chrchr19",18588685,18592338,"ENSG00000006015",77.9287528540751,-0.143897077317514,0.335219826238012,-0.429261833741733,0.667732688585083,0.784299609980313,"REX1BD"
"ENSG00000006016","chrchr19",18572220,18607741,"ENSG00000006016",6.22703780152964,-0.619040659158369,1.02066448806836,-0.606507492319953,0.544177808651619,0.688023489713305,"CRLF1"
"ENSG00000006025","chrchr17",47807367,47821803,"ENSG00000006025",8.11695138297368,-0.951110485686239,0.809477523233906,-1.17496836958054,0.240007370565614,0.384909779665602,"OSBPL7"
"ENSG00000006042","chrchr17",32927910,32945106,"ENSG00000006042",693.143049908493,-1.66418196978433,0.201305479903401,-8.26694817539446,1.3743166720799e-16,5.23221990156134e-15,"TMEM98"
"ENSG00000006047","chrchr17",7288263,7294639,"ENSG00000006047",4.20882372703115,-5.87836547977846,2.64184091940738,-2.22510198725255,0.0260743923799947,NA,"YBX2"
"ENSG00000006062","chrchr17",45263119,45317112,"ENSG00000006062",656.586445991333,0.510219546245946,0.232380695552557,2.19561932643648,0.0281192017606053,0.0743557580636885,"MAP3K14"
"ENSG00000006118","chrchr11",60924460,60937159,"ENSG00000006118",528.517536450897,0.558612371290508,0.21537060734494,2.59372612714894,0.00949420822770503,0.0303968395569172,"TMEM132A"
"ENSG00000006125","chrchr17",35578046,35726417,"ENSG00000006125",4330.94043111114,-0.0722132352314725,0.0776415595003625,-0.930084811487273,0.35232717413391,0.509277069650703,"AP2B1"
"ENSG00000006194","chrchr16",3263800,3301401,"ENSG00000006194",31.7212964834303,-0.381586173070961,0.57779705822429,-0.660415569168295,0.508987183711083,0.658124025431301,"ZNF263"
"ENSG00000006282","chrchr17",50543058,50556481,"ENSG00000006282",328.143157665241,-0.637422151460705,0.221808862101721,-2.87374519404181,0.0040563607724913,0.014889193914134,"SPATA20"
"ENSG00000006327","chrchr16",3018445,3022385,"ENSG00000006327",3811.42353204415,0.828889550653597,0.412909130022161,2.00743817558384,0.0447030273851518,0.106163195024133,"TNFRSF12A"
"ENSG00000006377","chrchr7",97005553,97011040,"ENSG00000006377",124.676756906779,-1.0660754928577,0.236572268070777,-4.50634176842213,6.59548264316453e-06,5.24406763123131e-05,"DLX6"
"ENSG00000006432","chrchr14",70722526,70809545,"ENSG00000006432",253.738521121008,-1.42803482758691,0.225738455206302,-6.32605918332272,2.51501387385429e-10,4.50095694592405e-09,"MAP3K9"
